cluster_id,cluster_size,n_records,n_pro,n_con,first_seen,last_seen,time_span_minutes,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,score_primary_driver,score_detector_breakdown,score_signal_breakdown
cluster_0274,2,2,0,2,2025-03-28T09:14:00-07:00,2025-03-28T15:16:00-07:00,362.0,2,watch,potential_manipulation,none,0.3282936507936508,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0274:heuristic (100.0%)
cluster_0419,2,2,0,2,2025-03-31T08:27:00-07:00,2025-03-31T14:36:00-07:00,369.0,2,watch,potential_manipulation,none,0.32732142857142854,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0419:heuristic (100.0%)
cluster_0436,2,2,0,2,2025-03-31T04:10:00-07:00,2025-03-31T10:28:00-07:00,378.0,2,watch,potential_manipulation,none,0.32607142857142857,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0436:heuristic (100.0%)
cluster_0253,2,2,0,2,2025-03-31T07:11:00-07:00,2025-03-31T13:34:00-07:00,383.0,2,watch,potential_manipulation,none,0.3253769841269841,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0253:heuristic (100.0%)
cluster_0358,2,2,0,2,2025-03-29T14:13:00-07:00,2025-03-29T20:42:00-07:00,389.0,2,watch,potential_manipulation,none,0.3245436507936508,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0358:heuristic (100.0%)
cluster_0137,2,2,1,1,2025-03-31T06:58:00-07:00,2025-03-31T13:29:00-07:00,391.0,2,watch,potential_manipulation,none,0.32426587301587295,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0137:heuristic (100.0%)
cluster_0132,2,2,0,2,2025-03-30T11:58:00-07:00,2025-03-30T18:49:00-07:00,411.0,2,watch,potential_manipulation,none,0.3214880952380952,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0132:heuristic (100.0%)
cluster_0312,2,2,0,2,2025-03-31T07:34:00-07:00,2025-03-31T14:37:00-07:00,423.0,2,watch,potential_manipulation,none,0.3198214285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0312:heuristic (100.0%)
cluster_0354,2,2,0,2,2025-03-29T06:44:00-07:00,2025-03-29T13:48:00-07:00,424.0,2,watch,potential_manipulation,none,0.3196825396825397,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0354:heuristic (100.0%)
cluster_0047,3,5,0,5,2025-03-30T08:42:00-07:00,2025-03-31T08:31:00-07:00,1429.0,5,watch,potential_manipulation,none,0.31938492063492063,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0047:heuristic (100.0%)
cluster_0154,2,2,0,2,2025-03-31T07:43:00-07:00,2025-03-31T14:52:00-07:00,429.0,2,watch,potential_manipulation,none,0.31898809523809524,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0154:heuristic (100.0%)
cluster_0013,3,5,0,5,2025-03-29T19:14:00-07:00,2025-03-31T14:49:00-07:00,2615.0,5,watch,potential_manipulation,none,0.31785714285714284,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0013:heuristic (100.0%)
cluster_0037,3,5,0,5,2025-03-29T11:34:00-07:00,2025-03-31T12:13:00-07:00,2919.0,5,watch,potential_manipulation,none,0.31785714285714284,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0037:heuristic (100.0%)
cluster_0041,3,5,2,3,2025-03-29T09:44:00-07:00,2025-03-31T09:08:00-07:00,2844.0,5,watch,potential_manipulation,none,0.31785714285714284,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0041:heuristic (100.0%)
cluster_0086,2,2,0,2,2025-03-30T11:02:00-07:00,2025-03-30T18:27:00-07:00,445.0,2,watch,potential_manipulation,none,0.316765873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0086:heuristic (100.0%)
cluster_0191,2,2,0,2,2025-03-31T06:18:00-07:00,2025-03-31T13:51:00-07:00,453.0,2,watch,potential_manipulation,none,0.3156547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0191:heuristic (100.0%)
cluster_0211,2,2,0,2,2025-03-30T22:53:00-07:00,2025-03-31T06:36:00-07:00,463.0,2,watch,potential_manipulation,none,0.31426587301587294,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0211:heuristic (100.0%)
cluster_0133,2,2,0,2,2025-03-31T00:43:00-07:00,2025-03-31T08:39:00-07:00,476.0,2,watch,potential_manipulation,none,0.31246031746031744,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0133:heuristic (100.0%)
cluster_0249,2,2,0,2,2025-03-30T09:18:00-07:00,2025-03-30T17:29:00-07:00,491.0,2,watch,potential_manipulation,none,0.3103769841269841,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0249:heuristic (100.0%)
cluster_0198,2,2,0,2,2025-03-31T05:24:00-07:00,2025-03-31T13:49:00-07:00,505.0,2,watch,potential_manipulation,none,0.3084325396825397,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0198:heuristic (100.0%)
cluster_0081,2,2,0,2,2025-03-29T11:00:00-07:00,2025-03-29T19:45:00-07:00,525.0,2,watch,potential_manipulation,none,0.30565476190476193,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0081:heuristic (100.0%)
cluster_0155,2,2,0,2,2025-03-30T16:21:00-07:00,2025-03-31T01:10:00-07:00,529.0,2,watch,potential_manipulation,none,0.3050992063492063,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0155:heuristic (100.0%)
cluster_0391,2,2,0,2,2025-03-29T07:31:00-07:00,2025-03-29T16:22:00-07:00,531.0,2,watch,potential_manipulation,none,0.3048214285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0391:heuristic (100.0%)
cluster_0320,2,2,0,2,2025-03-30T07:21:00-07:00,2025-03-30T16:15:00-07:00,534.0,2,watch,potential_manipulation,none,0.30440476190476184,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0320:heuristic (100.0%)
cluster_0423,2,2,1,1,2025-03-31T01:46:00-07:00,2025-03-31T10:40:00-07:00,534.0,2,watch,potential_manipulation,none,0.30440476190476184,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0423:heuristic (100.0%)
cluster_0396,2,2,1,1,2025-03-28T08:59:00-07:00,2025-03-28T17:54:00-07:00,535.0,2,watch,potential_manipulation,none,0.304265873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0396:heuristic (100.0%)
cluster_0042,3,3,0,3,2025-03-30T18:10:00-07:00,2025-03-31T13:52:00-07:00,1182.0,3,watch,potential_manipulation,none,0.3036904761904762,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0042:heuristic (100.0%)
cluster_0300,2,7,0,7,2025-03-28T09:49:00-07:00,2025-03-31T13:10:00-07:00,4521.0,7,watch,potential_manipulation,none,0.30357142857142855,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0300:heuristic (100.0%)
cluster_0411,2,3,0,3,2025-03-30T07:37:00-07:00,2025-03-30T19:58:00-07:00,741.0,3,watch,potential_manipulation,none,0.3006547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0411:heuristic (100.0%)
cluster_0335,2,2,0,2,2025-03-30T01:31:00-07:00,2025-03-30T10:55:00-07:00,564.0,2,watch,potential_manipulation,none,0.30023809523809525,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0335:heuristic (100.0%)
cluster_0181,2,3,1,2,2025-03-30T21:06:00-07:00,2025-03-31T09:36:00-07:00,750.0,3,watch,potential_manipulation,none,0.2994047619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0181:heuristic (100.0%)
cluster_0421,2,2,0,2,2025-03-28T21:33:00-07:00,2025-03-29T07:12:00-07:00,579.0,2,watch,potential_manipulation,none,0.29815476190476187,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0421:heuristic (100.0%)
cluster_0295,2,2,0,2,2025-03-30T15:20:00-07:00,2025-03-31T01:36:00-07:00,616.0,2,watch,potential_manipulation,none,0.293015873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0295:heuristic (100.0%)
cluster_0014,3,4,0,4,2025-03-26T20:22:00-07:00,2025-03-29T17:40:00-07:00,4158.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0014:heuristic (100.0%)
cluster_0017,3,4,0,4,2025-03-30T10:38:00-07:00,2025-03-31T14:59:00-07:00,1701.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0017:heuristic (100.0%)
cluster_0019,3,4,0,4,2025-03-27T20:40:00-07:00,2025-03-30T18:31:00-07:00,4191.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0019:heuristic (100.0%)
cluster_0020,3,4,0,4,2025-03-27T05:03:00-07:00,2025-03-31T14:55:00-07:00,6352.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0020:heuristic (100.0%)
cluster_0026,3,4,1,3,2025-03-28T19:38:00-07:00,2025-03-31T13:41:00-07:00,3963.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0026:heuristic (100.0%)
cluster_0027,3,4,0,4,2025-03-28T11:11:00-07:00,2025-03-31T02:32:00-07:00,3801.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0027:heuristic (100.0%)
cluster_0031,3,4,0,4,2025-03-28T10:56:00-07:00,2025-03-31T05:38:00-07:00,4002.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0031:heuristic (100.0%)
cluster_0034,3,4,0,4,2025-03-28T22:11:00-07:00,2025-03-31T13:04:00-07:00,3773.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0034:heuristic (100.0%)
cluster_0038,3,4,0,4,2025-03-28T10:33:00-07:00,2025-03-31T13:10:00-07:00,4477.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0038:heuristic (100.0%)
cluster_0045,3,4,0,4,2025-03-26T19:05:00-07:00,2025-03-30T15:09:00-07:00,5524.0,4,watch,potential_manipulation,none,0.2928571428571428,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0045:heuristic (100.0%)
cluster_0402,2,3,0,3,2025-03-29T07:01:00-07:00,2025-03-29T20:24:00-07:00,803.0,3,watch,potential_manipulation,none,0.2920436507936508,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0402:heuristic (100.0%)
cluster_0173,2,3,0,3,2025-03-28T06:17:00-07:00,2025-03-28T20:10:00-07:00,833.0,3,watch,potential_manipulation,none,0.28787698412698415,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0173:heuristic (100.0%)
cluster_0443,2,2,0,2,2025-03-30T21:28:00-07:00,2025-03-31T08:29:00-07:00,661.0,2,watch,potential_manipulation,none,0.286765873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0443:heuristic (100.0%)
cluster_0185,2,2,0,2,2025-03-30T23:43:00-07:00,2025-03-31T10:55:00-07:00,672.0,2,watch,potential_manipulation,none,0.28523809523809524,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0185:heuristic (100.0%)
cluster_0441,2,3,0,3,2025-03-30T22:03:00-07:00,2025-03-31T12:30:00-07:00,867.0,3,watch,potential_manipulation,none,0.2831547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0441:heuristic (100.0%)
cluster_0452,2,2,0,2,2025-03-30T20:53:00-07:00,2025-03-31T08:38:00-07:00,705.0,2,watch,potential_manipulation,none,0.2806547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0452:heuristic (100.0%)
cluster_0112,2,6,0,6,2025-03-28T13:58:00-07:00,2025-03-30T19:39:00-07:00,3221.0,6,watch,potential_manipulation,none,0.2785714285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0112:heuristic (100.0%)
cluster_0244,2,6,0,6,2025-03-29T13:48:00-07:00,2025-03-31T05:39:00-07:00,2391.0,6,watch,potential_manipulation,none,0.2785714285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0244:heuristic (100.0%)
cluster_0418,2,6,0,6,2025-03-28T07:55:00-07:00,2025-03-31T11:17:00-07:00,4522.0,6,watch,potential_manipulation,none,0.2785714285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0418:heuristic (100.0%)
cluster_0473,2,6,0,6,2025-03-28T16:05:00-07:00,2025-03-31T14:55:00-07:00,4250.0,6,watch,potential_manipulation,none,0.2785714285714286,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0473:heuristic (100.0%)
cluster_0201,2,2,1,1,2025-03-28T19:10:00-07:00,2025-03-29T07:17:00-07:00,727.0,2,watch,potential_manipulation,none,0.2775992063492063,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0201:heuristic (100.0%)
cluster_0084,2,2,0,2,2025-03-27T20:31:00-07:00,2025-03-28T08:50:00-07:00,739.0,2,watch,potential_manipulation,none,0.27593253968253967,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0084:heuristic (100.0%)
cluster_0323,2,2,0,2,2025-03-30T20:30:00-07:00,2025-03-31T08:51:00-07:00,741.0,2,watch,potential_manipulation,none,0.2756547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0323:heuristic (100.0%)
cluster_0457,2,2,0,2,2025-03-30T21:41:00-07:00,2025-03-31T10:02:00-07:00,741.0,2,watch,potential_manipulation,none,0.2756547619047619,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0457:heuristic (100.0%)
cluster_0378,2,2,0,2,2025-03-29T20:00:00-07:00,2025-03-30T08:33:00-07:00,753.0,2,watch,potential_manipulation,none,0.2739880952380952,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0378:heuristic (100.0%)
cluster_0118,2,2,0,2,2025-03-30T21:57:00-07:00,2025-03-31T10:53:00-07:00,776.0,2,watch,potential_manipulation,none,0.2707936507936508,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0118:heuristic (100.0%)
cluster_0250,2,2,0,2,2025-03-30T18:39:00-07:00,2025-03-31T07:42:00-07:00,783.0,2,watch,potential_manipulation,none,0.26982142857142855,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0250:heuristic (100.0%)
cluster_0016,3,3,1,2,2025-03-29T20:17:00-07:00,2025-03-31T12:56:00-07:00,2439.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0016:heuristic (100.0%)
cluster_0021,3,3,0,3,2025-03-29T18:40:00-07:00,2025-03-31T07:37:00-07:00,2217.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0021:heuristic (100.0%)
cluster_0023,3,3,0,3,2025-03-28T17:01:00-07:00,2025-03-31T10:22:00-07:00,3921.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0023:heuristic (100.0%)
cluster_0024,3,3,1,2,2025-03-28T19:09:00-07:00,2025-03-30T11:41:00-07:00,2432.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0024:heuristic (100.0%)
cluster_0025,3,3,0,3,2025-03-29T06:59:00-07:00,2025-03-31T12:05:00-07:00,3186.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0025:heuristic (100.0%)
cluster_0028,3,3,0,3,2025-03-28T08:23:00-07:00,2025-03-31T10:55:00-07:00,4472.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0028:heuristic (100.0%)
cluster_0030,3,3,0,3,2025-03-30T07:18:00-07:00,2025-03-31T12:08:00-07:00,1730.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0030:heuristic (100.0%)
cluster_0032,3,3,1,2,2025-03-27T16:09:00-07:00,2025-03-31T11:39:00-07:00,5490.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0032:heuristic (100.0%)
cluster_0040,3,3,0,3,2025-03-28T11:25:00-07:00,2025-03-31T13:16:00-07:00,4431.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0040:heuristic (100.0%)
cluster_0043,3,3,0,3,2025-03-28T11:26:00-07:00,2025-03-31T11:34:00-07:00,4328.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0043:heuristic (100.0%)
cluster_0048,3,3,0,3,2025-03-27T20:42:00-07:00,2025-03-31T09:57:00-07:00,5115.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0048:heuristic (100.0%)
cluster_0049,3,3,0,3,2025-03-28T12:07:00-07:00,2025-03-31T10:03:00-07:00,4196.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0049:heuristic (100.0%)
cluster_0050,3,3,0,3,2025-03-29T14:23:00-07:00,2025-03-31T08:12:00-07:00,2509.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0050:heuristic (100.0%)
cluster_0051,3,3,1,2,2025-03-28T18:29:00-07:00,2025-03-30T08:27:00-07:00,2278.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0051:heuristic (100.0%)
cluster_0052,3,3,0,3,2025-03-28T10:18:00-07:00,2025-03-31T05:57:00-07:00,4059.0,3,watch,potential_manipulation,none,0.26785714285714285,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0052:heuristic (100.0%)
cluster_0380,2,2,0,2,2025-03-30T20:24:00-07:00,2025-03-31T09:50:00-07:00,806.0,2,watch,potential_manipulation,none,0.2666269841269841,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0380:heuristic (100.0%)
cluster_0267,2,2,0,2,2025-03-30T19:53:00-07:00,2025-03-31T09:27:00-07:00,814.0,2,watch,potential_manipulation,none,0.265515873015873,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0267:heuristic (100.0%)
cluster_0334,2,2,0,2,2025-03-30T13:01:00-07:00,2025-03-31T02:37:00-07:00,816.0,2,watch,potential_manipulation,none,0.2652380952380952,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0334:heuristic (100.0%)
cluster_0370,2,3,0,3,2025-03-30T18:25:00-07:00,2025-03-31T11:09:00-07:00,1004.0,3,watch,potential_manipulation,none,0.26412698412698415,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0370:heuristic (100.0%)
cluster_0103,2,2,0,2,2025-03-30T21:51:00-07:00,2025-03-31T12:05:00-07:00,854.0,2,watch,potential_manipulation,none,0.25996031746031745,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0103:heuristic (100.0%)
cluster_0328,2,2,0,2,2025-03-30T23:54:00-07:00,2025-03-31T14:17:00-07:00,863.0,2,watch,potential_manipulation,none,0.2587103174603175,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0328:heuristic (100.0%)
cluster_0340,2,2,0,2,2025-03-30T16:05:00-07:00,2025-03-31T06:46:00-07:00,881.0,2,watch,potential_manipulation,none,0.2562103174603174,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0340:heuristic (100.0%)
cluster_0104,2,2,0,2,2025-03-30T14:25:00-07:00,2025-03-31T05:15:00-07:00,890.0,2,watch,potential_manipulation,none,0.25496031746031744,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0104:heuristic (100.0%)
cluster_0234,2,2,1,1,2025-03-30T20:39:00-07:00,2025-03-31T11:31:00-07:00,892.0,2,watch,potential_manipulation,none,0.2546825396825397,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0234:heuristic (100.0%)
cluster_0087,2,5,0,5,2025-03-27T19:23:00-07:00,2025-03-29T22:35:00-07:00,3072.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0087:heuristic (100.0%)
cluster_0114,2,5,0,5,2025-03-28T19:21:00-07:00,2025-03-30T10:58:00-07:00,2377.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0114:heuristic (100.0%)
cluster_0136,2,5,0,5,2025-03-28T12:40:00-07:00,2025-03-30T11:13:00-07:00,2793.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0136:heuristic (100.0%)
cluster_0218,2,5,0,5,2025-03-28T06:47:00-07:00,2025-03-31T08:32:00-07:00,4425.0,5,watch,potential_manipulation,none,0.25357142857142856,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0218:heuristic (100.0%)
